type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2010-01-12 19:50:50.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92dffa41-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92dffa41-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92dffa41-1ed8-11e3-bfac-90b11c41863e	68449		Sydney Anderson		undetermined						Skull Complete																		1953-06-16		167	167	1953	6	16	1953-06-16									North America				U S A		WYOMING	SWEETWATER CO		WAMSUTTER, 2.5 MI N OF												41.70768	-107.97339	unknown						decimal degrees				N Slade	2008-08-06		Google Earth																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														UN		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 20:11:05.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92e7ceaa-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92e7ceaa-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92e7ceaa-1ed8-11e3-bfac-90b11c41863e	70020		YOUNGMAN P M		female						Skull Complete																		1956-07-29		211	211	1956	7	29	1956-07-29									North America				U S A		COLORADO	LARIMER CO		LIVERMORE, 14 MI N OF												40.99729	-105.2167	WGS84						decimal degrees				N Slade	2006-08-11		Topozone																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-13 10:32:30.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 931181b3-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=931181b3-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				931181b3-1ed8-11e3-bfac-90b11c41863e	73242		JONES J K JR		female						Skin Complete;  Skull Complete																		1957-07-12		193	193	1957	7	12	1957-07-12									North America				U S A		NEBRASKA	CHERRY CO		KENNEDY, 11 MI E OF												42.54722	-100.60087	NAD27						Decimal Degrees				N Slade	2009-06-24		Google Earth																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-13 10:32:30.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9311849d-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=9311849d-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9311849d-1ed8-11e3-bfac-90b11c41863e	73243		JONES J K JR		female						Skin Complete;  Skull Complete																		1957-07-12		193	193	1957	7	12	1957-07-12									North America				U S A		NEBRASKA	CHERRY CO		KENNEDY, 11 MI E OF												42.54722	-100.60087	NAD27						Decimal Degrees				N Slade	2009-06-24		Google Earth																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-13 10:43:47.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9321e790-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=9321e790-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9321e790-1ed8-11e3-bfac-90b11c41863e	74423		JONES J K JR		female						Skull Complete																		1957-09-08		251	251	1957	9	8	1957-09-08									North America				U S A		NEBRASKA	WAYNE CO		WINSIDE, 2 MI S, 1 MI W OF												42.14861	-97.19332	NAD27						Decimal Degrees				N Slade	2009-06-26		Google Earth																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-13 17:18:55.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 93fd2967-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=93fd2967-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				93fd2967-1ed8-11e3-bfac-90b11c41863e	98297		PATTERSON R R		male						Skin Complete;  Skull Complete																		1963-03-26		85	85	1963	3	26	1963-03-26									North America				U S A		SOUTH DAKOTA	HARDING CO		LADNER, 10 MI S OF												45.68249	-103.72789	NAD27						Decimal Degrees				N Slade	2009-07-07		Google Earth																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-13 17:50:11.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 942183d4-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=942183d4-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				942183d4-1ed8-11e3-bfac-90b11c41863e	100830		GENOWAYS H H		male						Skin Complete;  Skull Complete																		1965-07-12		193	193	1965	7	12	1965-07-12									North America				U S A		SOUTH DAKOTA	TODD CO		ST FRANCIS, 3 MI N OF												43.1885	-100.9042	NAD27						decimal degrees				Elizabeth Campbell (UMMZ)	2002-11-11		Topozone.com																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-13 18:50:01.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9435d062-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=9435d062-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9435d062-1ed8-11e3-bfac-90b11c41863e	103990		BOWLES J B		undetermined						Skin Complete;  Skull Complete																		1965-12-05		339	339	1965	12	5	1965-12-05									North America				U S A		IOWA	MAHASKA CO		NEW SHARON, 2 MI S, 4 MI W OF												41.44102	-92.72836	WGS84						decimal degrees				Sean P. Maher	2007-04-01		Topozone.com																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														UN		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-14 10:39:23.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 949b076d-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=949b076d-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				949b076d-1ed8-11e3-bfac-90b11c41863e	112883		ANDERSEN K W		female						Skin Complete;  Skull Complete																		1967-06-05		156	156	1967	6	5	1967-06-05									North America				U S A		SOUTH DAKOTA	BENNETT CO		MARTIN, 1 MI N, 3 MI E OF												43.18658	-101.66727	NAD27						Decimal Degrees				N Slade	2009-07-08		Google Earth																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-14 10:39:23.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 949b0a63-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=949b0a63-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				949b0a63-1ed8-11e3-bfac-90b11c41863e	112884		TURNER R W		male						Skin Complete;  Skull Complete																		1967-06-09		160	160	1967	6	9	1967-06-09									North America				U S A		SOUTH DAKOTA	BENNETT CO		MARTIN, 4 MI S, 6 MI E OF												43.11415	-101.60789	NAD27						Decimal Degrees				N Slade	2009-07-08		Google Earth																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-14 11:07:59.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 94be9181-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=94be9181-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				94be9181-1ed8-11e3-bfac-90b11c41863e	115820		LEVY M A		female						Skull Complete																		1968-05-21		142	142	1968	5	21	1968-05-21									North America				U S A		SOUTH DAKOTA	HARDING CO		T23N R01E SEC23 NW1/4												45.94622	-103.99099	NAD27						decimal degrees				Elizabeth Campbell (UMMZ)	2002-10-28		Topozone.com																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-14 11:08:00.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 94be93db-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=94be93db-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				94be93db-1ed8-11e3-bfac-90b11c41863e	115822		ANDERSEN K W		female						Skull Complete																		1968-05-22		143	143	1968	5	22	1968-05-22									North America				U S A		SOUTH DAKOTA	HARDING CO		T19N R2E SEC26 SW1/4												45.578991	-103.8482	NAD27						decimal degrees				Elizabeth Campbell (UMMZ)	2002-10-28		Topozone.com																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-14 11:08:01.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 94be9640-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=94be9640-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				94be9640-1ed8-11e3-bfac-90b11c41863e	115824		ANDERSEN K W		male						Skin Complete;  Skull Complete																		1968-05-15		136	136	1968	5	15	1968-05-15									North America				U S A		SOUTH DAKOTA	HARDING CO		BUFFALO, 2 MI N OF												45.61587	-103.54593	NAD27						Decimal Degrees				N Slade	2009-06-29		Google Earth																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-14 11:48:25.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 94efc5db-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=94efc5db-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				94efc5db-1ed8-11e3-bfac-90b11c41863e	119967		BOWLES J B		female						Skin Complete;  Skull Complete																		1969-04-06		96	96	1969	4	6	1969-04-06									North America				U S A		IOWA	CASS CO		MOUNT ETNA, 5 MI N OF												41.1962	-94.7344	NAD27						decimal degrees				Katie M. Brokamp (UMMZ)	2003-01-31		Topozone.com																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-14 13:11:36.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9505b1d4-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=9505b1d4-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9505b1d4-1ed8-11e3-bfac-90b11c41863e	122324		CINQ-MARS R J		undetermined						Skin Complete;  Skull Complete																		1970-08-16		228	228	1970	8	16	1970-08-16									North America				U S A		SOUTH DAKOTA	JACKSON CO		COTTONWOOD, 2 MI E OF												43.96692	-101.86584	NAD27						Decimal Degrees				N Slade	2009-07-01		Google Earth																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														UN		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
